burst_id,source,file,mjd,dms,toa
1,FRB20201124,FRB20201124_0001.fits,59482.94568,412.97,2.700315393
2,FRB20201124,FRB20201124_0002.fits,59482.95464,412.97,3.722441965
3,FRB20201124,FRB20201124_0003.fits,59482.95822,412.97,3.589289775
4,FRB20201124,FRB20201124_0004.fits,59482.96132,412.97,2.092881175
5,FRB20201124,FRB20201124_0005.fits,59482.96206,412.97,0.835693139
6,FRB20201124,FRB20201124_0006.fits,59482.96489,412.97,0.488043018
7,FRB20201124,FRB20201124_0007.fits,59482.96678,412.97,3.034828766
8,FRB20201124,FRB20201124_0008.fits,59482.97941,412.97,4.739588429
9,FRB20201124,FRB20201124_0009.fits,59482.9803,412.97,4.724973743
10,FRB20201124,FRB20201124_0010.fits,59483.86638,412.18,2.396802907
11,FRB20201124,FRB20201124_0011.fits,59483.86904,412.18,0.503937621
12,FRB20201124,FRB20201124_0012.fits,59483.87118,412.18,4.480103566
13,FRB20201124,FRB20201124_0013.fits,59483.87941,412.18,0.442252052
14,FRB20201124,FRB20201124_0014.fits,59483.89465,412.18,2.731828624
15,FRB20201124,FRB20201124_0015.fits,59483.89521,412.18,0.061227917
16,FRB20201124,FRB20201124_0016.fits,59483.89718,412.18,2.838139655
17,FRB20201124,FRB20201124_0017.fits,59483.89824,412.18,3.906414891
18,FRB20201124,FRB20201124_0018.fits,59484.81449,411.51,1.994827366
19,FRB20201124,FRB20201124_0019.fits,59484.81466,411.51,4.149206774
20,FRB20201124,FRB20201124_0020.fits,59484.81515,411.51,1.394326449
21,FRB20201124,FRB20201124_0021.fits,59484.81751,411.51,4.824296781
22,FRB20201124,FRB20201124_0022.fits,59484.8203,411.51,2.122971788
23,FRB20201124,FRB20201124_0023.fits,59484.82081,411.51,0.545763108
24,FRB20201124,FRB20201124_0024.fits,59484.8216,411.51,4.053570097
25,FRB20201124,FRB20201124_0025.fits,59484.8226,411.51,0.950278365
26,FRB20201124,FRB20201124_0026.fits,59484.82391,411.51,3.74175827
27,FRB20201124,FRB20201124_0027.fits,59484.82702,411.51,2.884674305
28,FRB20201124,FRB20201124_0028.fits,59484.82858,411.51,1.881066291
29,FRB20201124,FRB20201124_0029.fits,59484.82961,411.51,0.856930576
30,FRB20201124,FRB20201124_0030.fits,59484.8303,411.51,2.355978219
31,FRB20201124,FRB20201124_0031.fits,59484.83085,411.51,4.929354927
32,FRB20201124,FRB20201124_0032.fits,59484.83103,411.51,1.528251241
33,FRB20201124,FRB20201124_0033.fits,59484.83144,411.51,3.944689804
34,FRB20201124,FRB20201124_0034.fits,59484.83218,411.51,3.310804185
35,FRB20201124,FRB20201124_0035.fits,59484.83371,411.51,0.837296178
36,FRB20201124,FRB20201124_0036.fits,59484.83419,411.51,3.368888889
37,FRB20201124,FRB20201124_0037.fits,59484.8343,411.51,0.737034576
38,FRB20201124,FRB20201124_0038.fits,59484.83548,411.51,4.906664067
39,FRB20201124,FRB20201124_0039.fits,59484.83592,411.51,4.450080846
40,FRB20201124,FRB20201124_0040.fits,59484.83649,411.51,2.508776751
41,FRB20201124,FRB20201124_0041.fits,59484.83885,411.51,0.368524203
42,FRB20201124,FRB20201124_0042.fits,59484.8393,411.51,0.301277032
43,FRB20201124,FRB20201124_0043.fits,59484.83965,411.51,4.848818248
44,FRB20201124,FRB20201124_0044.fits,59484.8398,411.51,4.412390571
45,FRB20201124,FRB20201124_0045.fits,59484.84203,411.51,4.488497833
46,FRB20201124,FRB20201124_0046.fits,59484.84208,411.51,2.413647389
47,FRB20201124,FRB20201124_0047.fits,59484.8423,411.51,2.331013558
48,FRB20201124,FRB20201124_0048.fits,59484.84313,411.51,2.887905529
49,FRB20201124,FRB20201124_0049.fits,59484.84371,411.51,1.723121689
50,FRB20201124,FRB20201124_0050.fits,59484.84507,411.51,2.510560839
51,FRB20201124,FRB20201124_0051.fits,59484.84528,411.51,1.911336067
52,FRB20201124,FRB20201124_0052.fits,59484.84596,411.51,2.933738614
